value,date_earliest,date_latest
27 nov  1247,27.11.1247,27.11.1247
[1247?],01.01.1247,31.12.1247
[1247 eller 1248],01.01.1247,31.12.1247
[Aug  1247 ],01.08.1247,31.08.1247
[1247 ],01.01.1247,31.12.1247
1247,01.01.1247,31.12.1247
10 sept  1248,10.09.1248,10.09.1248
28 dec  1248,28.12.1248,28.12.1248
2 mai 1250,02.05.1250,02.05.1250
16 nov  1250,16.11.1250,16.11.1250
1250,01.01.1250,31.12.1250
14 Nov  1251,14.11.1251,14.11.1251
31 nov  1251,30.11.1251,30.11.1251
3 mai 1252,03.05.1252,03.05.1252
18 sept  1252,18.09.1252,18.09.1252
4 mars 1253,04.03.1253,04.03.1253
14 mars 1253,14.03.1253,14.03.1253
4 april 1253,04.04.1253,04.04.1253
30 april 1253,30.04.1253,30.04.1253
24 feb  1254,24.02.1254,24.02.1254
3 mai 1254,03.05.1254,03.05.1254
23 feb  1255,23.02.1255,23.02.1255
3 mai 1255,03.05.1255,03.05.1255
12 mai 1255,12.05.1255,12.05.1255
10 april 1256,10.04.1256,10.04.1256
21 april 1256,21.04.1256,21.04.1256
14 sept  1256,14.09.1256,14.09.1256
4 mai 1259,04.05.1259,04.05.1259
14 mai 1259,14.05.1259,14.05.1259
23 mars 1262,23.03.1262,23.03.1262
15 nov  1262,15.11.1262,15.11.1262
[Vaaren 1263 ],01.04.1263,31.05.1263
[1263, før 28 sept ],01.01.1263,28.09.1263
1263,01.01.1263,31.12.1263
28 juni 1264,28.06.1264,28.06.1264
1264,01.01.1264,31.12.1264
1264-1266,01.01.1264,31.12.1266
1265,01.01.1265,31.12.1265
2 juli 1266,02.07.1266,02.07.1266
3 nov  1266,03.11.1266,03.11.1266
1266,01.01.1266,31.12.1266
21 aug  1269,21.08.1269,21.08.1269
[Kort efter 21 aug  1269 ],21.08.1269,30.08.1269
30 juni 1270,30.06.1270,30.06.1270
1274-1275,01.01.1274,31.12.1275
[24 mai 1275,24.05.1275,24.05.1275
8 nov  1275,08.11.1275,08.11.1275
4 febr  1276,04.02.1276,04.02.1276
23 mars 1276,23.03.1276,23.03.1276
10 mai 1276,10.05.1276,10.05.1276
8 juli 1277,08.07.1277,08.07.1277
2 dec  [1277 ],02.12.1277,02.12.1277
5 mai 1278,05.05.1278,05.05.1278
4 mai 1279,04.05.1279,04.05.1279
23 sept  1279,23.09.1279,23.09.1279
20 okt  1279,20.10.1279,20.10.1279
13 jan  1280,13.01.1280,13.01.1280
Efter 13 jan  1280,13.01.1280,31.12.1280
6 mai 1280,06.05.1280,06.05.1280
14 mai 1280,14.05.1280,14.05.1280
Nov  1280,01.11.1280,30.11.1280
25 juli 1281,25.07.1281,25.07.1281
15 sept  1281,15.09.1281,15.09.1281
29 sept  1282,29.09.1282,29.09.1282
1282 1,01.01.1282,31.12.1282
5 feb  1284,05.02.1284,05.02.1284
12 mars 1284,12.03.1284,12.03.1284
24 april 1284,24.04.1284,24.04.1284
6 febr  1285,06.02.1285,06.02.1285
1285 [efter 6 febr ],06.02.1285,31.12.1285
25 mars [1285?],25.03.1285,25.03.1285
[Vaaren 1285,01.04.1285,31.05.1285
10 mai 1285 1,10.05.1285,10.05.1285
7 mars 1286,07.03.1286,07.03.1286
29 mars 1286,29.03.1286,29.03.1286
30 april 1286,30.04.1286,30.04.1286
4 juni 1286,04.06.1286,04.06.1286
22 juni 1286,22.06.1286,22.06.1286
26 juni 1286,26.06.1286,26.06.1286
20 juli 1286,20.07.1286,20.07.1286
21 aug  1286,21.08.1286,21.08.1286
21 sept  1286,21.09.1286,21.09.1286
[1286 ],01.01.1286,31.12.1286
20 nov  1288-20 nov  1290,20.11.1288,20.11.1290
1 april 1289,01.04.1289,01.04.1289
8 april 1289,08.04.1289,08.04.1289
1 mai 1289,01.05.1289,01.05.1289
17  sept  1289,17.09.1289,17.09.1289
3 okt  1289,03.10.1289,03.10.1289
6 nov  1289,06.11.1289,06.11.1289
16 nov  1289,16.11.1289,16.11.1289
Omkr  1289,01.01.1289,31.12.1289
1289,01.01.1289,31.12.1289
4 mars 1290,04.03.1290,04.03.1290
14 mars 1290,14.03.1290,14.03.1290
17 mars 1290,17.03.1290,17.03.1290
10 april 1290,10.04.1290,10.04.1290
10 og 16 april 1290,10.04.1290,16.04.1290
18 april 1290,18.04.1290,18.04.1290
20 april 1290,20.04.1290,20.04.1290
24 april 1290,24.04.1290,24.04.1290
April-nov  1290,01.04.1290,30.04.1290
[Vaaren 1290 ],01.04.1290,31.05.1290
1 mai-25 juni 1290,01.05.1290,25.06.1290
15 mai 1290,15.05.1290,15.05.1290
18 juli og 28 aug  1290,18.07.1290,28.08.1290
18 juli 1290,18.07.1290,18.07.1290
31 juli 1290,31.07.1290,31.07.1290
27 aug  1290,27.08.1290,27.08.1290
28 aug  1290,28.08.1290,28.08.1290
29 aug  1290,29.08.1290,29.08.1290
1 sept  1290,01.09.1290,01.09.1290
15 sept -21 nov  1290,15.09.1290,21.11.1290
[Sept  1290 ],01.09.1290,30.09.1290
7 okt  1290,07.10.1290,07.10.1290
3 april 1291,03.04.1291,03.04.1291
25 april 1291,25.04.1291,25.04.1291
13 mai 1291,13.05.1291,13.05.1291
10 mai 1291-2 jan  1293,10.05.1291,02.01.1293
23 aug  1291,23.08.1291,23.08.1291
[Omkr  1280-1291 ],01.01.1280,31.12.1291
11 okt  1291,11.10.1291,11.10.1291
20 mai 1292,20.05.1292,20.05.1292
2 juni 1292,02.06.1292,02.06.1292
2 juli 1292,02.07.1292,02.07.1292
28 sept  1292,28.09.1292,28.09.1292
13 decbr  1292,13.12.1292,13.12.1292
28 december 1292,28.12.1292,28.12.1292
3 januar 1293,03.01.1293,03.01.1293
8 feb  1293,08.02.1293,08.02.1293
8 febr  1293,08.02.1293,08.02.1293
23 mars 1293,23.03.1293,23.03.1293
19 mai 1293,19.05.1293,19.05.1293
26 mai 1293,26.05.1293,26.05.1293
27 juli 1293,27.07.1293,27.07.1293
25 september 1293,25.09.1293,25.09.1293
26 november 1293,26.11.1293,26.11.1293
ca  1293-1295,01.01.1293,31.12.1295
15 juni 1294,15.06.1294,15.06.1294
29 Dec  1294,29.12.1294,29.12.1294
21 juli 1294,21.07.1294,21.07.1294
9 mars 1295,09.03.1295,09.03.1295
24 juni 1295,24.06.1295,24.06.1295
22 okt  1295,22.10.1295,22.10.1295
17 nov  1295,17.11.1295,17.11.1295
20 nov  1295,20.11.1295,20.11.1295
29 mars 1296,29.03.1296,29.03.1296
11 januar 1297,11.01.1297,11.01.1297
23 mars 1297,23.03.1297,23.03.1297
23 juni 1297,23.06.1297,23.06.1297
23 aug  1299,23.08.1299,23.08.1299
[Omkr  1299 ],01.01.1299,31.12.1299
[Før 1300?],01.01.1300,31.12.1300
26 mars 1300,26.03.1300,26.03.1300
27 nov  1300,27.11.1300,27.11.1300
[Slutn  av 1300 ],01.09.1300,31.12.1300
Omkr  1300,01.01.1300,31.12.1300
28 jan  1301,28.01.1301,28.01.1301
13 jan  1302,13.01.1302,13.01.1302
26 nov  1302,26.11.1302,26.11.1302
7 dec  1302,07.12.1302,07.12.1302
5 febr  1303-26 juni 1304,05.02.1303,26.06.1304
12 febr -29 sept  1303,12.02.1303,29.09.1303
20 juli 1303,20.07.1303,20.07.1303
15 aug  1303,15.08.1303,15.08.1303
27 januar 1304,27.01.1304,27.01.1304
26 mars 1304,26.03.1304,26.03.1304
[Sommeren 1304 ],01.06.1304,31.08.1304
4 juli-29 sept  1304,04.07.1304,29.09.1304
12 juli 1304,12.07.1304,12.07.1304
20 aug  1304,20.08.1304,20.08.1304
25 okt  1304,25.10.1304,25.10.1304
7 nov  1304,07.11.1304,07.11.1304
[Slutn  av aaret, 1304,01.09.1304,31.12.1304
1304-1307,01.01.1304,31.12.1307
24 febr  1304 1,24.02.1304,24.02.1304
12 mars 1305,12.03.1305,12.03.1305
18 mars 1305,18.03.1305,18.03.1305
27 mars 1305,27.03.1305,27.03.1305
9 april 1305,09.04.1305,09.04.1305
29 sept  1304-29 sept  1305*1,29.09.1304,29.09.1305
29 sept  1304-29 sept  1305,29.09.1304,29.09.1305
[1305 ],01.01.1305,31.12.1305
6 mars 1306,06.03.1306,06.03.1306
[mars-april 1306,01.03.1306,31.03.1306
29 sept  1305-29 sept  1306,29.09.1305,29.09.1306
1306,01.01.1306,31.12.1306
6 mars 1307,06.03.1307,06.03.1307
28 juni 1307,28.06.1307,28.06.1307
10 juli 13071,10.07.1307,10.07.1307
29 sept  1306-7 Juli 1307 *1,29.09.1306,31.12.1307
29 sept  1307-29 sept  1308,29.09.1307,29.09.1308
7 jan  1307,07.01.1307,07.01.1307
[Før 7 juli 1307,01.01.1307,07.07.1307
7 juli-29 sept  1307,07.07.1307,29.09.1307
8 sept  1308,08.09.1308,08.09.1308
29  sept  1308-8 august 1309,29.09.1308,08.08.1309
29 sept  1308-20 aug  1309,29.09.1308,20.08.1309
[11 okt -13 nov  13081 ],11.10.1308,13.11.1308
28 okt  1308,28.10.1308,28.10.1308
8 nov  1308-28 aug  1309,08.11.1308,28.08.1309
10 nov  1308,10.11.1308,10.11.1308
22 mai 1309,22.05.1309,22.05.1309
5 aug  1309,05.08.1309,05.08.1309
27 aug  1309,27.08.1309,27.08.1309
28 sept  1309,28.09.1309,28.09.1309
7 mai 1310,07.05.1310,07.05.1310
13 mai 1310,13.05.1310,13.05.1310
9 juli 1310,09.07.1310,09.07.1310
2 aug -29 sept  1310,02.08.1310,29.09.1310
26 aug  1310,26.08.1310,26.08.1310
29 sept  1310-29 sept  1311,29.09.1310,29.09.1311
5 mai 1311,05.05.1311,05.05.1311
1 okt  1312,01.10.1312,01.10.1312
18 okt  1312,18.10.1312,18.10.1312
20 okt  1312,20.10.1312,20.10.1312
29 okt  1312,29.10.1312,29.10.1312
30 nov  1312,30.11.1312,30.11.1312
8 mars 1313,08.03.1313,08.03.1313
23 mars 1313,23.03.1313,23.03.1313
3 april 1313,03.04.1313,03.04.1313
17 juli 1313,17.07.1313,17.07.1313
14 nov  1313,14.11.1313,14.11.1313
14 mars 1315,14.03.1315,14.03.1315
3 mai 1315,03.05.1315,03.05.1315
20 febr  1316,20.02.1316,20.02.1316
26 feb  1316,26.02.1316,26.02.1316
12 april 1316,12.04.1316,12.04.1316
17 april 1316,17.04.1316,17.04.1316
20 juni 1316,20.06.1316,20.06.1316
28 juli 1316,28.07.1316,28.07.1316
9 aug  1316,09.08.1316,09.08.1316
30 okt  1316,30.10.1316,30.10.1316
6 dec  1316,06.12.1316,06.12.1316
[1316?2],01.01.1316,31.12.1316
20 aug  1317,20.08.1317,20.08.1317
24 nov  1318,24.11.1318,24.11.1318
14 feb  1319,14.02.1319,14.02.1319
12 juni 1319,12.06.1319,12.06.1319
13 juli 1319,13.07.1319,13.07.1319
1 dec  1318,01.12.1318,01.12.1318
3 dec  1319,03.12.1319,03.12.1319
28 sept  1321,28.09.1321,28.09.1321
8 april 1322,08.04.1322,08.04.1322
13 mai 1322,13.05.1322,13.05.1322
14 juni 1322,14.06.1322,14.06.1322
20 juli 1322-29 sept  1323,20.07.1322,29.09.1323
20 juli 1322-1 okt  1323,20.07.1322,31.10.1323
a) 8 sept  1323 b) 13 aug  1323,08.08.1323,08.08.1323
29 sept  1323-29 sept  1324,29.09.1323,29.09.1324
29 sept  1324-29 sept  1325,29.09.1324,29.09.1325
29 sept  1324-29 sept 1325,29.09.1324,29.09.1325
17 febr  1325,17.02.1325,17.02.1325
18 feb  1325,18.02.1325,18.02.1325
29 sept  1326-29 sept  1327,29.09.1326,29.09.1327
20 april-29 sept  1327,20.04.1327,29.09.1327
14 jan  1328 1,14.01.1328,14.01.1328
18 jan  [1328-29?],18.01.1328,18.01.1329
21 juni 1328,21.06.1328,21.06.1328
5 juni 1330,05.06.1330,05.06.1330
2 aug -29 sept  1330,02.08.1330,29.09.1330
1 dec  1331,01.12.1331,01.12.1331
[1332-13431],01.01.1332,31.12.1343
20 mai 1332,20.05.1332,20.05.1332
20 jan -28 juni 1333,20.01.1333,28.06.1333
20 mars 1333,20.03.1333,20.03.1333
25 mars 1333,25.03.1333,25.03.1333
6 april 1333,06.04.1333,06.04.1333
24 april 1333,24.04.1333,24.04.1333
1 mai 1333,01.05.1333,01.05.1333
10 mai 1333,10.05.1333,10.05.1333
23  jan -24 juni 1334,23.01.1334,24.06.1334
26 mai 1334,26.05.1334,26.05.1334
18 jan  1335,18.01.1335,18.01.1335
25 aug  1335,25.08.1335,25.08.1335
15 april 1336,15.04.1336,15.04.1336
16 april 1336,16.04.1336,16.04.1336
1 nov  1336,01.11.1336,01.11.1336
3 nov  1336,03.11.1336,03.11.1336
16 jan  1337,16.01.1337,16.01.1337
20 jan  1337,20.01.1337,20.01.1337
18 okt  1337,18.10.1337,18.10.1337
7 jan  1338,07.01.1338,07.01.1338
14 juni 1338,14.06.1338,14.06.1338
19 april 1340,19.04.1340,19.04.1340
15 april 1341,15.04.1341,15.04.1341
28 april 1341,28.04.1341,28.04.1341
14 mai 1341,14.05.1341,14.05.1341
31 mai 1342,31.05.1342,31.05.1342
1 juni 1342,01.06.1342,01.06.1342
11 juni 1342,11.06.1342,11.06.1342
22 okt  1342,22.10.1342,22.10.1342
28 august 1343,28.08.1343,28.08.1343
15 febr  1344,15.02.1344,15.02.1344
Mars 1349,01.03.1349,31.03.1349
24 april 1350,24.04.1350,24.04.1350
24 jan  1351,24.01.1351,24.01.1351
20 mars 1351,20.03.1351,20.03.1351
16-20 aug  1351 (og 20 mars 1352),16.08.1351,20.031352
12 sept  1351,12.09.1351,12.09.1351
20 mars 1359 (dvs 1360),20.03.1359,20.03.1359
21 april 1360,21.04.1360,21.04.1360
20 feb  1361,20.02.1361,20.02.1361
1 juni 1361,01.06.1361,01.06.1361
8 august 1362,08.08.1362,08.08.1362
9 dec  1364,09.12.1364,09.12.1364
2 febr  1368,02.02.1368,02.02.1368
[Omkr  mai-juni 1368,01.05.1368,31.05.1368
11 jan  1369,11.01.1369,11.01.1369
16 jan  1370,16.01.1370,16.01.1370
[Omkr  24 juni 1370,24.06.1370,24.06.1370
2 feb  [1372 ],02.02.1372,02.02.1372
[Vaaren? 1372 1],01.04.1372,31.05.1372
[Før 8 sept  1372,01.01.1372,08.09.1372
14 feb  1373,14.02.1373,14.02.1373
17 april 1373,17.04.1373,17.04.1373
14 feb  1374,14.02.1374,14.02.1374
[Vaaren 1375 1],01.04.1375,31.05.1375
[1375,01.01.1375,31.12.1375
11 mars 1376,11.03.1376,11.03.1376
6 feb  1377,06.02.1377,06.02.1377
[før 21 febr  1378 ]1,01.01.1378,21.02.1378
14 mars 1378,14.03.1378,14.03.1378
[Høsten] 1378,01.09.1378,30.11.1378
[16 nov  1378,16.11.1378,16.11.1378
31 mars 1379,31.03.1379,31.03.1379
30 sept  1379-18 juli 1380,30.09.1379,18.06.1380
1379,01.01.1379,31.12.1379
[16 jan -3 mars 1380,16.01.1380,03.03.1380
12 feb  1380,12.02.1380,12.02.1380
[Sommeren 1380 ],01.06.1380,31.08.1380
[Sommeren 1380?],01.06.1380,31.08.1380
15 mars 1382,15.03.1382,15.03.1382
27 juli 1382-29 sept  1383,27.07.1382,29.09.1383
17 febr  1383,17.02.1383,17.02.1383
18 mars 1383,18.03.1383,18.03.1383
3 nov  1384,03.11.1384,03.11.1384
Omkr  1384(?)1,01.01.1384,31.12.1384
7 mars 1385,07.03.1385,07.03.1385
3 jan  1386,03.01.1386,03.01.1386
10 dec  1387,10.12.1387,10.12.1387
1387-1388 1,01.01.1387,31.12.1388
17 juni 1388,17.06.1388,17.06.1388
8 dec  1391-29 sept  1392,08.12.1391,29.09.1392
2 mai 1392,02.05.1392,02.05.1392
3 mai 1392,03.05.1392,03.05.1392
2-24 juni 1392,02.06.1392,24.06.1392
29 sept  1392-29 sept  1393,29.09.1392,29.09.1393
31 jan  1393,31.01.1393,31.01.1393
6 mars 1393,06.03.1393,06.03.1393
26 mars 1393,26.03.1393,26.03.1393
20 april 1393,20.04.1393,20.04.1393
29 april 1393,29.04.1393,29.04.1393
5 mai 1393,05.05.1393,05.05.1393
8 februar 1394,08.02.1394,08.02.1394
12 febr  1396-17 febr  1397,12.02.1396,17.02.1397
10 mars 1396,10.03.1396,10.03.1396
28 juli 1397,28.07.1397,28.07.1397
22 sept  [1400 ],22.09.1400,22.09.1400
3 mai 1401,03.05.1401,03.05.1401
15 okt  1401,15.10.1401,15.10.1401
25 okt  1401,25.10.1401,25.10.1401
4 december 1401,04.12.1401,04.12.1401
28 april 1402 1,28.04.1402,28.04.1402
14 mai 1402,14.05.1402,14.05.1402
26 mai 1402,26.05.1402,26.05.1402
16 juni 1402,16.06.1402,16.06.1402
[Omkr  16 juni 1402 ],16.06.1402,16.06.1402
28 juni 1402,28.06.1402,28.06.1402
2 november [1402 ],02.11.1402,02.11.1402
3 november 1402,03.11.1402,03.11.1402
[Omkr  3 november 1402 ],03.11.1402,03.11.1402
[Omkr  3 nov  1402 ],03.11.1402,03.11.1402
25 nov  1402,25.11.1402,25.11.1402
[1402,01.01.1402,31.12.1402
[1402?],01.01.1402,31.12.1402
17 juni 1403,17.06.1403,17.06.1403
29 september 1403 1,29.09.1403,29.09.1403
25 april 1404,25.04.1404,25.04.1404
11 mai 1404,11.05.1404,11.05.1404
23 juni 1404,23.06.1404,23.06.1404
2 okt  [1404 ]1,02.10.1404,02.10.1404
18 november [1404 ],18.11.1404,18.11.1404
18 nov  [1404 ],18.11.1404,18.11.1404
18 nov  [1404 ]1,18.11.1404,18.11.1404
[1404 3],01.01.1404,31.12.1404
22 mars 1405,22.03.1405,22.03.1405
30 mars 1405,30.03.1405,30.03.1405
2 november 1405,02.11.1405,02.11.1405
11 nov  1405,11.11.1405,11.11.1405
15 dec  1405,15.12.1405,15.12.1405
[1405 eller vaaren 1406 ],01.04.1405,31.05.1406
5 februar 1406,05.02.1406,05.02.1406
8 mars 1406,08.03.1406,08.03.1406
15 april 1406,15.04.1406,15.04.1406
28 april 1406,28.04.1406,28.04.1406
22 juni 1406,22.06.1406,22.06.1406
8 juli 1406,08.07.1406,08.07.1406
10 juli 1406,10.07.1406,10.07.1406
15 juli 1406,15.07.1406,15.07.1406
16 juli 1406,16.07.1406,16.07.1406
17 juli 1406,17.07.1406,17.07.1406
18 juli 1406,18.07.1406,18.07.1406
20 juli 1406,20.07.1406,20.07.1406
21 juli 1406,21.07.1406,21.07.1406
22 juli 1406,22.07.1406,22.07.1406
23 juli 1406,23.07.1406,23.07.1406
24 juli og 1 august 1406,24.07.1406,01.08.1406
26 juli 1406,26.07.1406,26.07.1406
27 (og 10) juli 1406,27.07.1406,10.07.1406
2 august 1406,02.08.1406,02.08.1406
8 august 1406,08.08.1406,08.08.1406
11 august 1406,11.08.1406,11.08.1406
16 aug  1406,16.08.1406,16.08.1406
21 aug  1406,21.08.1406,21.08.1406
3 sept  1406,03.09.1406,03.09.1406
18 jan  14071,18.01.1407,18.01.1407
18 januar 1407,18.01.1407,18.01.1407
1 februar 1407,01.02.1407,01.02.1407
1 og 8 februar 1407,01.02.1407,08.02.1407
12 februar 1407,12.02.1407,12.02.1407
17 februar 1407,17.02.1407,17.02.1407
[Begyndelsen av aaret 1407 ],01.01.1407,01.04.1407
10 mai 1407,10.05.1407,10.05.1407
12 mai 1407,12.05.1407,12.05.1407
20 juli 1407,20.07.1407,20.07.1407
22 juli 1407,22.07.1407,22.07.1407
[31 aug -okt  1407 ],31.08.1407,31.10.1407
[Høsten 1407 ],01.09.1407,30.11.1407
2 nov  1407,02.11.1407,02.11.1407
25 jan  1408,25.01.1408,25.01.1408
14 februar 1408,14.02.1408,14.02.1408
1 mars 1408,01.03.1408,01.03.1408
12 juni 1408,12.06.1408,12.06.1408
14 febr  1409,14.02.1409,14.02.1409
15 mai 1411,15.05.1411,15.05.1411
26 juni 1411,26.06.1411,26.06.1411
9 sept  1411,09.09.1411,09.09.1411
22 sept  1411,22.09.1411,22.09.1411
15 februar 1412,15.02.1412,15.02.1412
12 april 1413 1,12.04.1413,12.04.1413
20 mai 1413,20.05.1413,20.05.1413
28 februar 1414,28.02.1414,28.02.1414
[Høsten 1415 ],01.09.1415,30.11.1415
7 oktober 1415,07.10.1415,07.10.1415
8 november 1415,08.11.1415,08.11.1415
[Nov  1415 ],01.11.1415,30.11.1415
28 november 1415,28.11.1415,28.11.1415
28 nov  1415,28.11.1415,28.11.1415
12 december 1415,12.12.1415,12.12.1415
13 dec  1415,13.12.1415,13.12.1415
1415,01.01.1415,31.12.1415
14 april 1416,14.04.1416,14.04.1416
26 april 1416,26.04.1416,26.04.1416
2 mai 1416,02.05.1416,02.05.1416
26 juni 1416,26.06.1416,26.06.1416
1 juli 1418,01.07.1418,01.07.1418
20 juli 14192,20.07.1419,20.07.1419
11 april 1420,11.04.1420,11.04.1420
26 juli 1420,26.07.1420,26.07.1420
14 aug  [1420 ],14.08.1420,14.08.1420
5 sept  1420,05.09.1420,05.09.1420
[1420 ],01.01.1420,31.12.1420
10 november 1422,10.11.1422,10.11.1422
[1423?],01.01.1423,31.12.1423
12 mai 1425,12.05.1425,12.05.1425
1425,01.01.1425,31.12.1425
7 februar 1426,07.02.1426,07.02.1426
23 februar 1426,23.02.1426,23.02.1426
25 februar 1426,25.02.1426,25.02.1426
15 april 1426 1,15.04.1426,15.04.1426
28 april 1426,28.04.1426,28.04.1426
1 mai 1426,01.05.1426,01.05.1426
8 mai 1426,08.05.1426,08.05.1426
29 juli 1426,29.07.1426,29.07.1426
13 august 1426,13.08.1426,13.08.1426
3 september 1426,03.09.1426,03.09.1426
12 okt  1426,12.10.1426,12.10.1426
30 mai 1427,30.05.1427,30.05.1427
30 april 1428,30.04.1428,30.04.1428
21 mai 1428,21.05.1428,21.05.1428
14 sept  [1428?],14.09.1428,14.09.1428
21 mars 1429,21.03.1429,21.03.1429
23 mars 1429,23.03.1429,23.03.1429
13 mai 1429,13.05.1429,13.05.1429
26 august 1429 1,26.08.1429,26.08.1429
27 august 1429,27.08.1429,27.08.1429
21 sept 1429 2,21.09.1429,21.09.1429
2 oktober 1430,02.10.1430,02.10.1430
6 oktober 1430,06.10.1430,06.10.1430
24 november 1430,24.11.1430,24.11.1430
27 november 1430,27.11.1430,27.11.1430
[1430 ],01.01.1430,31.12.1430
1430-1431,01.01.1430,31.12.1431
5, 10 og 19 januar og 8 mars 1431,05.01.1431,08.03.1431
22 januar 1431,22.01.1431,22.01.1431
6 mai 1431,06.05.1431,06.05.1431
30 juni 1431,30.06.1431,30.06.1431
18 september 1431,18.09.1431,18.09.1431
3 oktober 1431,03.10.1431,03.10.1431
31 december 1431,31.12.1431,31.12.1431
[1431 ],01.01.1431,31.12.1431
1431,01.01.1431,31.12.1431
28 februar 1432,28.02.1432,28.02.1432
1 mars 1432,01.03.1432,01.03.1432
21 juli 1432,21.07.1432,21.07.1432
[21 juli 1432?]1,21.07.1432,21.07.1432
25 okt  1432,25.10.1432,25.10.1432
24 december 1432,24.12.1432,24.12.1432
1432,01.01.1432,31.12.1432
1432-1433,01.01.1432,31.12.1433
15 juli 1433,15.07.1433,15.07.1433
26 september 1433,26.09.1433,26.09.1433
1433,01.01.1433,31.12.1433
9 febr  1434,09.02.1434,09.02.1434
28 april 1434,28.04.1434,28.04.1434
4 april 1435,04.04.1435,04.04.1435
19 juni 1435,19.06.1435,19.06.1435
28 mai 1436,28.05.1436,28.05.1436
11 Juli (og 22 aug ) 1436,11.07.1436,22.08.1436
22 nov  1436,22.11.1436,22.11.1436
[1436 ],01.01.1436,31.12.1436
25 mai 1437,25.05.1437,25.05.1437
20 januar 1438,20.01.1438,20.01.1438
29 januar 1438,29.01.1438,29.01.1438
18 febr  1438,18.02.1438,18.02.1438
10 juli 1438,10.07.1438,10.07.1438
8 nov  1438,08.11.1438,08.11.1438
2 febr  1439,02.02.1439,02.02.1439
6 februar 1439,06.02.1439,06.02.1439
7 febr  1439,07.02.1439,07.02.1439
4 marts 1439,04.03.1439,04.03.1439
24 juli 1439,24.07.1439,24.07.1439
26 febr  1440,26.02.1440,26.02.1440
28 sept  1440,28.09.1440,28.09.1440
[Omkr  1440 ],01.01.1440,31.12.1440
8 nov  1441,08.11.1441,08.11.1441
26 feb  1442,26.02.1442,26.02.1442
13 april 1442,13.04.1442,13.04.1442
28 juni 1442,28.06.1442,28.06.1442
20 sept  1442,20.09.1442,20.09.1442
4 mai 14[4]3 (?),04.05.1443,04.05.1443
9 sept  1443,09.09.1443,09.09.1443
23 okt  1443,23.10.1443,23.10.1443
8 november 1443,08.11.1443,08.11.1443
20 december 1443,20.12.1443,20.12.1443
28 jan  1444,28.01.1444,28.01.1444
12 mai 1444,12.05.1444,12.05.1444
17 juni 1444,17.06.1444,17.06.1444
1 juli 1444,01.07.1444,01.07.1444
19 juli 1444,19.07.1444,19.07.1444
[Høsten 1444 ],01.09.1444,30.11.1444
26 december 1444,26.12.1444,26.12.1444
Omkr  14 sept  1445,14.09.1445,14.09.1445
26 okt  1445,26.10.1445,26.10.1445
31 okt  1445,31.10.1445,31.10.1445
4 dec  1445,04.12.1445,04.12.1445
28 oktober 1446,28.10.1446,28.10.1446
25 febr  1447,25.02.1447,25.02.1447
[Efter 6 jan ] 1448,06.01.1448,31.12.1448
14 febr  1448,14.02.1448,14.02.1448
3 juni 1448,03.06.1448,03.06.1448
9 juli 1448,09.07.1448,09.07.1448
24 juli 1448,24.07.1448,24.07.1448
29 august 1448,29.08.1448,29.08.1448
8 juli 1449,08.07.1449,08.07.1449
16 juli 1449,16.07.1449,16.07.1449
17 juli 1449,17.07.1449,17.07.1449
12 dec  1449,12.12.1449,12.12.1449
9 april 1450,09.04.1450,09.04.1450
29 august 1450,29.08.1450,29.08.1450
7 sept  1450,07.09.1450,07.09.1450
26 sept  1450,26.09.1450,26.09.1450
26 nov  1450,26.11.1450,26.11.1450
16 dec  1450,16.12.1450,16.12.1450
1447-1451,01.01.1447,31.12.1451
24  februar 1270,24.02.1270,24.02.1270
31  mai 1297,31.05.1297,31.05.1297
28  februar 1298,28.02.1298,28.02.1298
9  juni 1330,09.06.1330,09.06.1330
9  juni 1300,09.06.1300,09.06.1300
1303(?),01.01.1303,31.12.1303
1306 [etter 5  desember] 1,05.12.1306,31.12.1306
[1  desember 1308 ],01.12.1308,01.12.1308
14 -15  februar 1309,14.02.1309,15.02.1309
14  mai 1311,14.05.1311,14.05.1311
[10  august 1311-9  august 1312 ]1,10.08.1311,09.08.1312
7  august 1313,07.08.1313,07.08.1313
18  januar 1314,18.01.1314,18.01.1314
[10  august 1315-9  august 1316 ]1,10.08.1315,09.08.1316
22  november 1316,22.11.1316,22.11.1316
[28  februar 1317 ],28.02.1317,28.02.1317
[10  august 1316-9  august 1317 ]2,10.08.1316,09.08.1317
[10  august 1316-9  august 1317 ]1,10.08.1316,09.08.1317
14  august 1317,14.08.1317,14.08.1317
[1317 ],01.01.1317,31.12.1317
31  mars 1319,31.03.1319,31.03.1319
8  desember 1319,08.12.1319,08.12.1319
20  juni 1320,20.06.1320,20.06.1320
[26  august 1319-25  august 1320 ]1,26.08.1319,25.08.1320
28  august 1320,28.08.1320,28.08.1320
[Seinest 1320 ]1,01.01.1320,31.12.1320
1320,01.01.1320,31.12.1320
[Ca  1320?]1,01.01.1320,31.12.1320
22  mars 1322,22.03.1322,22.03.1322
24  mai 1322,24.05.1322,24.05.1322
[26  august 1321-25  august 1322 ]1,26.08.1321,25.08.1322
25  mars 1324,25.03.1324,25.03.1324
1324 1,01.01.1324,31.12.1324
[Tidligst 1324 ],01.01.1324,31.12.1324
[24  januar 1327 ],24.01.1327,24.01.1327
11  november 1327,11.11.1327,11.11.1327
31  mars 1328,31.03.1328,31.03.1328
"10  august ""1328""",10.08.1328,10.08.1328
